Code;Title;DepthInKind
XA4PJ8;Vena Sacra Lateral;5
XA9Z04;Vena Sacra Media;5
XA5KK7;Vena Espermática;4
XA3F81;Vena Pudenda;4
XA7XD2;Vena Pudenda Interna;5
XA6NF9;Vena Pudenda Externa Superficial;5
XA1ET7;Vena Pudenda Externa Profunda;5
XA9WN7;Vena De La Extremidad Superior;3
XA0QT1;Vena Cefálica Accesoria;4
XA3EY8;Vena Axilar;4
XA6JD7;Vena Basílica;4
XA43Q5;Vena Braquial;4
XA4YQ8;Vena Cefálica;4
XA7FD2;Vena Digital Palmar Común;4
XA7902;Arco Venoso Palmar Profundo;4
XA6NS3;Vena Interósea Dorsal;4
XA9886;Vena Metacarpiana Dorsal;4
XA4A41;Vena Torácica Lateral;4
XA3TW9;Vena Mediana Antebraquial;4
XA1YZ7;Vena Mediana Basílica;4
XA3GZ6;Vena Digital Palmar Propia;4
XA32L8;Vena Renal;4
XA7HM9;Arco Venoso Palmar Superficial;4
XA8CK3;Vena Cubital;4
XA2Y72;Vena Digital Palmar;4
XA2C08;Vena Inteósea Palmar;4
XA13N1;Vena Metacarpiana Palmar;4
XA76A3;Vena De La Extremidad Inferior;3
XA8WJ3;Vena Safena Accesoria;4
XA4CQ8;Vena Tibial Anterior;4
XA23R2;Vena Digital Común;4
XA3E41;Vena Femoral Profunda;4
XA8RN9;Arco Venoso Plantar Profundo;4
XA3QX9;Vena Femoral;4
XA59H1;Gran Vena Safena;4
XA74K2;Vena Circunfleja Femoral Lateral;4
XA4L08;Vena Marginal Lateral;4
XA0L88;Vena Plantar Lateral;4
XA8PZ9;Vena Circunfleja Femoral Medial;4
XA1XM3;Vena Marginal Medial;4
XA85B7;Vena Plantar Medial;4
XA7ND7;Vena Metatarsal;4
XA4EV7;Arco Venoso Cutáneo Plantar;4
XA8657;Vena Digital Plantar;4
XA08Q1;Vena Poplítea;4
XA5D60;Vena Tibial Posterior;4
XA2073;Vena Safena Pequeña;4
XA8HR9;Vena Circunfleja Ilíaca Superficial;4
XA4930;Vena Peronea;4
XA60H0;Vena Cava;3
XA21T7;Vaso Sanguíneo;2
XA6H07;Corazón;2
XA6548;Aurícula Izquierda;3
XA7V72;Válvula Mitral;4
XA3GE9;Cúspides De La Válvula Mitral;5
XA69W6;Cuerdas Tendinosas De La Válvula Mitral;5
XA78X5;Tabique Interauricular;3
XA6T92;Aurícula Derecha;3
XA6FF2;Válvula Tricúspide;4
XA19H9;Cúspides De La Válvula Tricúspide;5
XA4LY3;Cuerdas Tendinosas De La Válvula Tricúspide;5
XA8FJ7;Ventrículo Izquierdo;3
XA19J4;Válvula Aórtica;4
XA2QK7;Cúspides De La Válvula Aórtica;5
XA7S34;Músculos Papilares Del Ventrículo Izquierdo;4
XA5651;Tabique Interventricular;3
XA9HH8;Ventrículo Derecho;3
XA5Y16;Músculos Papilares Del Ventrículo Derecho;4
XA6WC4;Válvula Pulmonar;4
XA1403;Cúspides De La Válvula Pulmonar;5
XA3B03;Arterias Coronarias;3
XA0F62;Arteria Coronaria Principal Izquierda;4
XA9FX9;Arteria Circunfleja Izquierda;5
XA7NQ7;Arteria Coronaria Descendente Anterior Izquierda;5
XA1SH6;Arteria Marginal Obtusa Izquierda;5
XA3QP2;Rama De La Arteria Intermedia;5
XA5LW8;Arteria Septal;5
XA2QX7;Arteria Coronaria Derecha;4
XA1LL7;Arteria Marginal Aguda Derecha;5
XA81T7;Arteria Interventricular Posterior;5
XA8PS0;Arteria Posterolateral;5
XA7TB5;Arteria Del Nódulo Sinusal Auricular;5
XA9FK9;Venas Cardíacas;3
XA6YW4;Vena Oblicua De La Aurícula Izquierda;4
XA0HP7;Vena Marginal Izquierda Del Corazón;4
XA38Z5;Vena Cardíaca Magna;4
XA8HT6;Vena Posterior Del Ventrículo Izquierdo;4
XA3UN3;Vena Cardíaca Media;4
XA6QD7;Vena Cardíaca Menor;4
XA16E4;Seno Coronario;4
XA4TZ2;Vena Cardíaca Anterior;4
XA9498;Vena Cardíaca Menor;4
XA2KE8;Vena Marginal Derecha Del Corazón;4
XA4366;Vena Pericárdica;4
XA10E0;Cámara Del Corazón;3
XA91S4;Aurícula Cardíaca;4
XA7XU8;Ventrículo Cardíaco;4
XA3113;"Tejido Conectivo, Subcutáneo Y Tejido Blando Del Corazón";3
XA42G7;Arterias Del Corazón;4
XA9X98;Arteria Pericardiofrénica;5
XA2XU0;Pericardio;4
XA8RK9;Pericardio Parietal;5
XA48H9;Cavidad Pericárdica;5
XA37Q8;Epicardio;5
XA3227;Endocardio;4
XA81Z5;Tabique Cardíaco;4
XA2DC8;Músculo Papilar;4
XA6CK2;Pared Del Corazón;3
XA7RE3;Pared Anterior Del Corazón;4
XA5W05;Pared Anterolateral Del Corazón;4
XA2RT9;Pared Anteroseptal Del Corazón;4
XA4U99;Pared Anteroapical Del Corazón;4
XA3RM8;Pared Inferior Del Corazón;4
XA61Y9;Pared Inferolateral Del Corazón;4
XA2H88;Pared Posteroinferior Del Corazón;4
XA8ZQ8;Pared Apical Lateral Del Corazón;4
XA6GR4;Pared Basal Lateral Del Corazón;4
XA1HH6;Pares Lateral Alta Del Corazón;4
XA3XS7;Pared Lateral Del Corazón;4
XA01U7;Pared Posterior Verdadera Del Corazón;4
XA7D76;Pared Postero Basal Del Corazón;4
XA4RC1;Pared Posterolateral Del Corazón;4
XA60V2;Pared Posteroseptal Del Corazón;4
XA83Q5;Pared Septal Del Corazón;4
XA79Z5;Sistema De Conducción Eléctrica Cardíaca;3
XA1UE3;Nódulo Sinoauricular;4
XA4359;Nódulo Aurículoventricular;4
XA7J11;Haz De His;4
XA0QB6;Válvula Cardíaca;3
XA8SK6;Miocardio;3
XA10P2;Sistema Linfático De La Cabeza Y Del Cuello;1
XA0LH6;Tronco Linfático Yugular;2
XA6TY4;Vaso Linfático De La Oreja;2
XA02Y8;Vaso Linfático De La Aurícula Del Meato Acústico Externo;2
XA1EC8;Vaso Linfático De La Cara;2
XA0167;Vaso Linfático De La Amígdala Palatina;2
XA4QZ6;Vaso Linfático Del Cuero Cabelludo;2
XA9FT5;Vaso Linfático De La Lengua;2
XA1G40;Vaso Linfático De La Piel Y Los Músculos Del Cuello;2
XA23Z9;Sistema Linfático De Las Extremidades Superiores;1
XA05S0;Vaso Linfático Profundo;2
XA6D43;Vaso Linfático Interóseo Dorsal;2
XA7FS7;Vaso Linfático Mediano;2
XA3HQ3;Vaso Linfático Radial;2
XA12G8;Vaso Linfático Superficial;2
XA4UB1;Vaso Linfático Cubital;2
XA5SZ5;Vaso Linfático Palmar;2
XA52C3;Sistema Linfático Del Tórax;1
XA94Z9;Tronco Broncomediastinal;2
XA7474;Saco Linfático Cisterna Del Quilo;2
XA1VK9;Vasos Linfáticos Profundos De La Pared Torácica;2
XA9D98;Tronco Linfático Intestinal;2
XA8JF4;Saco Linfático Yugular;2
XA1SQ2;Saco Linfático;2
XA8YM1;Vaso Linfático Del Diafragma;2
XA4RC7;Vaso Linfático De La Mama;2
XA3SY2;Vaso Linfático De Las Vísceras Torácicas;2
XA55B8;Vaso Linfático Del Corazón;3
XA3EB8;Vaso Linfático De Los Pulmones;3
XA8QZ0;Vaso Linfático Del Esófago;3
XA6J62;Vaso Linfático Del Pericardio;3
XA4QL2;Vaso Linfático De La Pleura;3
XA3JF4;Vaso Linfático Del Timo;3
XA4J10;Saco Linfático Posterior;2
XA8MX8;Saco Linfático Retroperitoneal;2
XA3ER1;Conducto Linfático Derecho;2
XA3TX9;Vaso Linfático Superficial De La Pared Torácica;2
XA8A74;Conducto Torácico;2
XA81G2;Sistema Linfático Del Abdomen;1
XA07V7;Tronco Lumbar Intestinal;2
XA6R71;Tronco Linfático Lumbar;2
XA9XL5;Vasos Linfáticos Del Ciego;2
XA1BU5;Vasos Linfáticos Del Colon;2
XA92E5;Vasos Linfáticos Del Duodeno;2
XA6VD0;Vasos Linfáticos De La Vesícula Biliar;2
XA55Y5;Vasos Linfáticos Del íleon;2
XA4CQ1;Vasos Linfáticos Del Yeyuno;2
XA3610;Vasos Linfáticos Del Riñón;2
XA0WY9;Vasos Linfáticos Del Hígado;2
XA9YZ4;Vasos Linfáticos Del Páncreas;2
XA5LE6;Vasos Linfáticos Del Bazo;2
XA1599;Vasos Linfáticos Del Estómago;2
XA3RD0;Vasos Linfáticos De La Porción Subdiafragmática Del Tubo Digestivo;2
XA21T8;Vaso Linfático Del Ganglio Linfático Suprarrenal;2
XA29U5;Vaso Linfático Del Apéndice;2
XA6709;Sistema Linfático De La Pelvis Y Del Perineo;1
XA9H16;Vaso Linfático Vesical Anterior De La Vejiga;2
XA28F6;Vaso Linfático Lateral De La Vejiga;2
XA4LM3;Vaso Linfático Del Canal Anal;2
XA5C29;Vaso Linfätico Del Ano;2
XA1UK6;Vaso Linfático De La Vejiga;2
XA16J8;Vaso Linfático Del Conducto Deferente;2
XA4229;Vaso Linfático Del Ovario;2
XA1SS8;Vaso Linfático De La Próstata;2
XA6DH7;Vaso Linfático Del Recto;2
XA2XZ6;Vaso Linfático De Los órganos Reproductores;2
XA1UA0;Vaso Linfático Del Testículo;2
XA6324;Vaso Linfático Del Ureter;2
XA6HM6;Vaso Linfático De La Uretra;2
XA7JY4;Vaso Linfático De órgano Urinario;2
XA5755;Vaso Linfático De La Trompa De Falopio;2
XA9PA3;Vaso Linfático Del útero;2
XA1ZK1;Vaso Linfático De La Vagina;2
XA0GB7;Vasos Linfáticos De Las Vesículas Seminales;2
XA0Z86;Sistema Linfático De Las Extremidades Inferiores;1
XA6UC7;Tronco Linfático Tibial Anterior;2
XA8Z63;Tracto Respiratorio Superior;1
XA43C9;Cavidad Nasal;2
XA53X2;Vestíbulo Nasal;3
XA8D47;Tabique Nasal;3
XA8817;Cornete Nasal;3
XA7WQ4;Cartílago Nasal;3
XA4CN5;Mucosa Nasal;3
XA6YH7;"Tejido Conectivo, Subcutáneo Y Otros Tejidos Blandos De La Cavidad Nasal";3
XA3HQ4;Vena Del Arco Nasal;4
XA3523;Senos Accesorios;2
XA1R64;Seno Maxilar;3
XA58F6;Seno Etmoidal;3
XA91G8;Seno Frontal;3
XA4U67;Seno Esfenoidal;3
XA9AZ1;Nasofaringe;2
XA0659;Pared Superior De La Nasofaringe;3
XA21P9;Pared Anterior De La Nasofaringe;3
XA4BR4;Pared Posterior De La Nasofaringe;3
XA5AS8;Adenoide;4
XA7PX5;Pared Lateral De La Nasofaringe;3
XA7W35;Receso Faríngeo;4
XA9P89;Receso Retrofaríngeo;5
XA6QY3;Receso Parafaríngeo;5
XA2RH5;Laringe;2
XA1PB3;Laringe Supraglótica;3
XA9ZY9;Epiglotis;4
XA4DV7;Superficie Anterior De La Epiglotis;5
XA8U54;Superficie Posterior De La Epiglotis;5
XA9907;Pliegue Ariepiglótico;4
XA8N50;Aspecto Laríngeo Del Pliegue Arilepiglótico;5
XA7AE7;Glotis;3
XA3299;Cuerda Vocal;4
XA25B1;Laringe Subglótica;3
XA0NK8;Cartílago Laríngeo;3
XA07R2;Vías Respiratorias Inferiores;1
XA26H1;Tráquea;2
XA7SG3;Tráquea Cervical;3
XA4RN3;Tráquea Torácica;3
XA57M6;Pulmón;2
XA9TC5;Bronquio Principal;3
XA3L52;Bronquio Principal Derecho;4
XA5FV2;Bronquio Superior Izquierdo;4
XA4JA0;Carina;3
XA7EZ3;Pulmón Derecho;3
XA29Y4;Hilio Del Pulmón Derecho;4
XA8Z30;Bronquio Lobular Superior Derecho;4
XA41Z3;Bronquio Lobular Inferior Derecho;4
XA1QM3;Bronquio Lobular Medio Derecho;4
XA2UD3;Pulmón Izquierdo;3
XA6VA2;Hilio Del Pulmón Izquierdo;4
XA86L0;Vena Pulmonar Derecha;4
XA1WN5;Vena Pulmonar Izquierda;4
XA2ZV2;Vena Pulmonar Inferior;4
XA9K75;Vena Pulmonar Superior;4
XA4U64;Arteria Del Pulmón;4
XA2AT1;Arteriola Eferente De La Arteria Interlobular;5
XA6WT9;Arteria Interlobar;5
XA2S57;Arteria Interlobular;5
XA3713;Tronco Pulmonar;5
XA90M2;Lóbulo Del Pulmón;3
XA9HN5;Lóbulo Superior Del Pulmón;4
XA1N36;Lóbulo Medio Del Pulmón;4
XA7L34;Lóbulo Inferior Del Pulmón;4
XA37W0;Bronquio Lobular Superior;4
XA1K94;Bronquio Lobular Medio;4
XA8JM5;Bronquio Lobular Inferior;4
XA2PV7;"Tejido Conectivo, Subcutáneo Y Otros Tejidos Blandos Del Pulmón";3
XA61M6;Bronquio;4
XA8Z62;Parénquima Pulmonar;4
XA5437;Bronquiolos;5
XA5772;Alvéolos;5
XA4646;Vasculatura Pulmonar;4
XA8FY4;Vena Pulmonar;5
XA0F36;Capilares Pulmonares;5
XA5TT2;Pleura;4
XA1B59;Pleura Visceral;5
XA7RC6;Pleura Parietal;5
XA8182;Boca;1
XA5TW5;Vestíbulo De La Boca;2
XA9072;Mucosa Labial Del Labio Superior;3
XA72W2;Mucosa Labial Del Labio Inferior;3
XA8WB3;Mucosa Bucal;3
XA0S17;Región Retromolar;3
XA44M8;Surco Labial;3
XA2151;Surco Labial Superior;4
XA52Q7;Surco Labial Inferior;4
XA6A73;Surco Bucal;3
XA6WJ3;Surco Bucal Superolateral;4
XA5MG3;Surco Bucal Inferolateral;4
XA54T3;Encía;2
XA6743;Encía Superior;3
XA2C94;Mucosa Alveolar Superior;4
XA7DA0;Mucosa De La Cresta Alveolar Superior;4
XA9303;Encía Inferior;3
XA96F2;Mucosa Alveolar Inferior;4
XA8C21;Mucosa De La Cresta Alveolar Inferior;4
XA3SP9;Mucosa Alveolar;3
XA6CZ2;Dientes;2
XA4GG3;Dentición Permanente;3
XA5306;Tercer Molar Superior Derecho;4
XA0BR9;Segundo Molar Superior Derecho;4
XA0TL3;Primer Molar Superior Derecho;4
XA45K9;Segundo Premolar Superior Derecho;4
XA64J5;Primer Premolar Superior Derecho;4
XA0LE1;Canino Superior Derecho;4
XA3QH3;Incisivo Lateral Superior Derecho;4
XA43X2;Incisivo Central Superior Derecho;4
XA8328;Tercer Molar Superior Izquierdo;4
XA1YK1;Segundo Molar Superior Izquierdo;4
XA2GW7;Primer Molar Superior Izquierdo;4
XA5Z15;Segundo Premolar Superior Izquierdo;4
XA3EF6;Primer Premolar Superior Izquierdo;4
XA2LF2;Canino Superior Izquierdo;4
XA0MG2;Incisivo Lateral Superior Izquierdo;4
XA9P69;Incisivo Central Superior Izquierdo;4
XA8YF6;Tercer Molar Inferior Derecho;4
XA5CA4;Segundo Molar Inferior Derecho;4
XA5M57;Primer Molar Inferior Derecho;4
XA26X2;Segundo Premolar Inferior Derecho;4
XA47C4;Primer Premolar Inferior Derecho;4
XA95A1;Canino Inferior Derecho;4
XA8660;Incisivo Lateral Inferior Derecho;4
XA5NT8;Incisivo Central Inferior Derecho;4
XA0XB1;Tercer Molar Inferior Izquierdo;4
XA8YV5;Segundo Molar Inferior Izquierdo;4
XA6R23;Primer Molar Inferior Izquierdo;4
XA80S2;Segundo Premolar Inferior Izquierdo;4
XA1SQ7;Primer Premolar Inferior Izquierdo;4
XA8P88;Canino Inferior Izquierdo;4
XA4B13;Incisivo Lateral Inferior Izquierdo;4
XA7B54;Incisivo Central Inferior Izquierdo;4
XA7675;Dentición Decidua;3
XA2GE5;"Segundo Molar Superior Derecho, Deciduo";4
XA7ZT9;"Primer Molar Superior Derecho, Deciduo";4
XA06P0;"Canino Superior Derecho, Deciduo";4
XA2XZ5;"Incisivo Lateral Superior Derecho, Deciduo";4
XA3BG3;"Incisivo Central Superior Derecho, Deciduo";4
XA2BD4;"Segundo Molar Superior Izquierdo, Deciduo";4
XA85K7;"Primer Molar Superior Izquierdo, Deciduo";4
XA98V8;"Canino Superior Izquierdo, Deciduo";4
XA9QP7;"Incisivo Lateral Superior Izquierdo, Deciduo";4
XA4ZQ5;"Incisivo Central Superior Izquierdo, Deciduo";4
XA6F50;"Segundo Molar Inferior Derecho, Deciduo";4
XA36B2;"Primer Molar Inferior Derecho, Deciduo";4
XA8KQ7;"Canino Inferior Derecho, Deciduo";4
XA1W31;"Incisivo Lateral Inferior Derecho, Deciduo";4
XA6TB6;"Incisivo Central Inferior Derecho, Deciduo";4
XA8NE2;"Segundo Molar Inferior Izquierdo, Deciduo";4
XA55D8;"Primer Molar Inferior Izquierdo, Deciduo";4
XA8QV7;"Canino Inferior Izquierdo, Deciduo";4
XA8MH6;Incisivo Lateral Inferior Izquierdo;4
XA2RW5;Incisivo Central Inferior Izquierdo;4
XA1PT3;Partes Del Diente;3
XA5B71;Pulpa;4
XA6FX3;Dentina;4
XA5R09;Esmalte;4
XA4KC7;Cemento;4
XA2CA1;Tejido Periapical;4
XA2US1;Superficie De Los Dientes;3
XA5ML5;Superficie Distal Del Diente;4
XA4UP2;Superficie Labial Del Diente;4
XA6DE2;Superficie Bucal Del Diente;4
XA3W20;Superficie Incisal Del Diente;4
XA8M68;Superficie Lingual Del Diente;4
XA5Z48;Superficie Mesial Del Diente;4
XA5DM8;Superficie Oclusal Del Diente;4
XA3HD5;Superficie Proximal Del Diente;4
XA1WN1;Cavidad Oral;2
XA7ZA6;Paladar;3
XA4527;Paladar Duro;4
XA8HL5;Paladar Blando;4
XA2993;Úvula;4
XA00H5;Mucosa Palatina;4
XA1T19;Lengua;3
XA8Q87;Cuerpo De La Lengua;4
XA65E9;Línea Media De La Lengua;5
XA8SX3;Zona De Unión De La Lengua;4
XA25G3;Base De La Lengua;4
XA2B11;Porción Posterior De La Lengua;5
XA1V27;Superficie Dorsal De La Lengua;4
XA8YB9;Superficie Dorsal Del Cuerpo De La Lengua;5
XA0HQ3;Superficie Dorsal De La Base De La Lengua;5
XA9RP1;Otras Partes De La Lengua Y Partes No Especificadas;4
XA8FK4;Superficie Ventral De La Lengua;4
XA9YA2;Frenillo Lingual;5
XA4DB6;Borde De La Lengua;4
XA49C6;Margen Lateral De La Lengua;5
XA1WZ8;Punta De La Lengua;5
XA8EY7;Piso De La Boca;3
XA69M6;Surco Alveololingual;4
XA8CF9;Mucosa Del Piso De La Boca;4
XA29D3;Región Tonsilar;3
XA9A13;Arco Glosopalatino;4
XA2JB0;Pilar Tonsilar Anterior;5
XA46Z4;Fosa Amigdalina;4
XA3021;Arco Faringopalatino;4
XA0X58;Pilar Amigdalino Posterior;5
XA15G1;Arco Palatino;3
XA6NQ7;Mucosa Oral;2
XA2KN0;Otras Partes Y Las No Especificadas De La Boca;2
XA5T23;Aparato De Glándula Salival;1
XA07S5;Glándula Parótida;2
XA9Q61;Glándula Submandibular;2
XA0CS1;Glándula Submandibular Izquierda;3
XA8GQ5;Glándula Submandibular Derecha;3
XA7GY0;Conducto De La Glándula Submandibular;3
XA51Q9;Glándula Sublingual;2
XA30Q1;Glándula Salivar Menor;2
XA5CM1;Conducto Salival;2
XA44X8;Conducto De La Glándula Parótida;3
XA1J93;Conducto De La Glándula Sublingual;3
XA93V5;Faringe;1
XA4J67;Orofaringe;2
XA8RX5;Pared Lateral De La Orofaringe;3
XA8659;Pared Posterior De La Orofaringe;3
XA88V4;Vallécula;3
XA60Q5;Hendidura Branquial;3
XA2J67;Hipofaringe;2
XA3MZ0;Receso Piriforme;3
XA4NZ9;Región Postcricoidea;3
XA0XK1;Pared Hipofaríngea;3
XA0828;Esófago;1
XA1180;Tercio Superior Del Esófago;2
XA2BY3;Tercio Medio Del Esófago;2
XA9CB6;Tercio Inferior Del Esófago;2
XA0N03;Esófago Cervical;2
XA8JT3;Esófago Torácico;2
XA0TN5;Esófago Abdominal;2
XA4YW8;Sitios Contiguos Del Esófago;2
XA9607;Aparato Gastrointestinal;1
XA7MC7;Estómago;2
XA2828;Cardias Gástrico;3
XA7SR6;Unión Cardioesofágica;4
XA7UE1;Cuerpo Gástrico;3
XA56K7;Fondo Gástrico;3
XA6P89;Píloro Gástrico;3
XA4EC5;Antro Pilórico;4
XA7WQ5;Curvatura Mayor De Estómago;3
XA4ML9;Curvatura Menor Del Estómago;3
XA6452;Intestino Delgado;2
XA9780;Duodeno;3
XA8UM1;Yeyuno;3
XA0QT6;Ileon;3
XA1B13;Intestino Grueso;2
XA6J68;Ciego;3
XA03U9;Colon;3
XA8PW4;Apéndice;4
XA3AL5;Colon Ascendente;4
XA95L3;Flexión Hepática Del Colon;4
XA49U1;Colon Transverso;4
XA1PY9;Flexión Esplénica Del Colon;4
XA2G13;Colon Descendente;4
XA8YJ9;Colon Sigmoide;4
XA33J5;Unión Rectosigmoidea;4
XA7177;Colon Descendente Y ángulo Esplénico Del Colon;4
XA25P9;Colon Ascendente Y ángulo Derecho Del Colon;4
XA4KU2;Recto;3
XA0D34;Ano;3
XA39S6;Conducto Anal;3
XA8QB7;Zona Cloacogénica;3
XA5DY0;Hígado;1
XA5766;Lóbulo Izquierdo Del Hígado;2
XA2KG6;Lóbulo Derecho Del Hígado;2
XA0KT3;Tracto Biliar;1
XA4415;Conductos Biliares Hepáticos;2
XA89K4;Conducto Hepático Izquierdo;3
XA6M95;Conducto Hepático Derecho;3
XA96K1;Conducto Hepático Común;3
XA0077;Conducto Cístico;2
XA8KL9;Vesícula Biliar;2
XA6R80;Coducto Biliar Común;2
XA6WA8;Esfínter De Oddi;2
XA7QA8;Ampolla De Vater;2
XA9HM5;Conducto Biliar Extrahepático;2
XA3QC5;Páncreas;1
XA1412;Cabeza Del Páncreas;2
XA8LA4;Cuello Del Páncreas;2
XA6ZE4;Cuerpo Del Páncreas;2
XA0CX6;Cola De Páncreas;2
XA1XL7;Conducto Pancreático;2
XA8WC8;Conducto De Santorini;3
XA3789;Conducto De Wirsung;3
XA0KZ0;Peritoneo;1
XA6S21;Retroperitoneo;2
XA43V8;Mesenterio;2
XA6DF7;Epiplón;2
XA46W1;Mesoapéndice;2
XA4QM7;Mesocolon;2
XA0364;Piel;1
XA3JN1;Epidermis;2
XA5P21;Estrato Córneo;3
XA4W90;Estrato Granuloso;3
XA8AM6;Estrato Espinoso;3
XA9QS1;Estrato Basal;3
XA8JE9;Membrana Basal Epidérmica;3
XA8113;Apéndices Epidérmicos;2
XA0XC8;Folículo Piloso;3
XA2MW3;Bulbo Piloso;4
XA6666;Glándula Sebácea;4
XA7487;Glándula Sudorípara Apócrina;4
XA6DT2;Eje Del Pelo;4
XA8T72;Pelo;3
XA5Y68;Pelo Del Cuero Cabelludo;4
XA78D2;Pelos De Las Cejas;4
XA1RK2;Pestañas;4
XA9N28;Pelo De Barba;4
XA1WH2;Pelo Del Cuerpo;4
XA12U4;Vello Púbico;4
XA4S72;Aparato Ungueal;3
XA4KT3;Matriz De La Uña;4
XA5LM0;Matriz Germinal;5
XA0060;Matriz Estéril;5
XA6Q52;Uña;4
XA5US0;Perioniquio;4
XA1ES4;Eponiquio;5
XA0NS1;Hiponiquio;5
XA63U7;Glándulas Ecrina;3
XA6PJ1;Acrosiringio;4
XA7P52;Coducto Sudoríparo Ecrino;4
XA5VA9;Espiral Sudoríparo Ecrino;4
XA1QT7;Dermis;2
XA4LG9;Dermis Papilar;3
XA2Q30;Dermis Reticular;3
XA2013;Hipodermis;2
XA5CS6;Grasa Subcutánea;3
XA4S38;Esqueleto Axial;1
XA4RY5;Huesos De La Cabeza;2
XA1RZ4;Huesos Craneales;3
XA0E94;Base Del Cráneo;4
XA2BH0;Calavera;4
XA0KU6;Fosa Craneana;4
XA7B66;Fosa Anterior;5
XA8Y22;Fosa Media;5
XA5U78;Fosa Posterior;5
XA2SR4;Hueso Etmoides;4
XA6ZM9;Hueso Frontal;4
XA5JA2;Hueso Occipital;4
XA4RS9;Cóndilo Occipital;5
XA33W1;Occipucio;5
XA2J87;Hueso Parietal;4
XA63R0;Hueso Esfenoides;4
XA9N34;Fosa Pituitaria;5
XA2P19;Hueso Temporal;4
XA1E15;Hueso Petroso;5
XA68N3;Mastoides;5
XA8E69;Hueso Orbital;4
XA9XW3;Techo Orbital;5
XA7MW9;Piso Orbital;5
XA3Y16;Huesos Faciales;3
XA5CQ0;Hueso Hioides;4
XA6UV6;Cornete Nasal Inferior;4
XA9GZ6;Hueso Lagrimal;4
XA4319;Hueso Palatino;4
XA14T2;Hueso Vómer;4
XA8N32;Hueso Cigomático;4
XA51B7;Mandíbula;4
XA3B77;Borde Alveolar Del Cuerpo De La Mandíbula;5
XA0M61;Ángulo De La Mandíbula;5
XA98M7;Proceso Condilar De La Mandíbula;5
XA7919;Proceso Subcondilar De La Mandíbula;6
XA24B3;Proceso Coronoide De La Mandíbula;5
XA5969;Ramas De La Mandíbula;5
XA8JR9;Sínfisis Mandibular;5
XA7VK5;Maxilar;4
XA8E16;Hueso Nasal;4
XA88P5;"Mandíbula, No Especificada";4
XA6EQ1;Huesos Del Oído Medio;3
XA4D04;Yunque;4
XA5DS8;Martillo;4
XA3WA4;Estribo;4
XA5J55;Columna Vertebral;2
XA7MS2;Vértebra;3
XA9ZW8;Vértebra Cervical;4
XA2XE8;Atlas;5
XA0KQ4;Arco Posterior De La Primera Vértebra Cervical;6
XA1304;Masa Lateral De La Primera Vértebra Cervical;6
XA17N0;Axis;5
XA5W02;Apófisis Odontoides;6
XA2W05;Tercera Vértebra Cervical;5
XA51V4;Arco De La Tercera Vértebra Cervical;6
XA4UV1;Cuerpo De La Tercera Vértebra Cervical;6
XA8CG0;Apófisis De La Tercera Vértebra Cervical;6
XA3RE9;Cuarta Vertebra Cervical;5
XA24X7;Arco De La Cuarta Vertebra Cervical;6
XA3GT0;Cuerpo De La Cuarta Vertebra Cervical;6
XA75V3;Apófisis De La Cuarta Vertebra Cervical;6
XA9C12;Quinta Vertebra Cervical;5
XA1PJ5;Arco De La Quinta Vertebra Cervical;6
XA1BS2;Cuerpo De La Quinta Vertebra Cervical;6
XA2FY7;Apófisis De La Quinta Vértebra Cervical;6
XA5S79;Sexta Vertebra Cervical;5
XA8W16;Arco De La Sexta Vertebra Cervical;6
XA9Q12;Cuerpo De La Sexta Vertebra Cervical;6
XA60Z0;Apófisis De La Sexta Vertebra Cervical;6
XA34U8;Séptima Vertebra Cervical;5
XA05M5;Arco De La Séptima Vertebra Cervical;6
XA1JS3;Cuerpo De La Séptima Vertebra Cervical;6
XA91D7;Apófisis De La Séptima Vértebra Cervical;6
XA6E88;Vértebra Torácica;4
XA3F93;Primera Vertebra Torácica;5
XA7UP5;Arco De La Primera Vertebra Torácica;6
XA8PH0;Cuerpo De La Primera Vertebra Torácica;6
XA1AX4;Apófisis De La Primera Vértebra Torácica;6
XA8QS0;Segunda Vértebra Torácica;5
XA2VV9;Arco De La Segunda Vértebra Torácica;6
XA3Z42;Cuerpo De La Segunda Vértebra Torácica;6
XA6T61;Apófisis De La Segunda Vértebra Torácica;6
XA1Z15;Tercera Vértebra Torácica;5
XA2SM3;Arco De La Tercera Vértebra Torácica;6
XA35A0;Cuerpo De La Tercera Vértebra Torácica;6
XA41U9;Apófisis De La Tercera Vértebra Torácica;6
XA0C31;Cuarta Vértebra Torácica;5
XA22W3;Arco De La Cuarta Vértebra Torácica;6
XA3J42;Cuerpo De La Cuarta Vértebra Torácica;6
XA1WL4;Apófisis De La Cuarta Vértebra Torácica;6
XA3PH5;Quinta Vértebra Torácica;5
XA28A7;Arco De La Quinta Vértebra Torácica;6
XA8W59;Cuerpo De La Quinta Vértebra Torácica;6
XA0449;Apófisis De La Quinta Vértebra Torácica;6
XA45S2;Sexta Vértebra Torácica;5
XA29X2;Arco De La Sexta Vértebra Torácica;6
XA0YY2;Cuerpo De La Sexta Vértebra Torácica;6
XA1R53;Apófisis De La Sexta Vértebra Torácica;6
XA59Y3;Septima Vértebra Torácica;5
XA54G1;Arco De La Septima Vértebra Torácica;6
XA62Y3;Cuerpode La Septima Vértebra Torácica;6
